19/03/2019,25987.86914,26109.67969,25814.91992,25887.38086,25887.38086,342250000,,Date,Open,High,Low,Close,Adj Close,Volume
20/03/2019,25867.78906,25929.51953,25670.63086,25745.66992,25745.66992,321980000,,,,,,,,
21/03/2019,25688.43945,26009.90039,25657.7793,25962.50977,25962.50977,335250000,,,,,,,,
22/03/2019,25844.65039,25877.00977,25501.44922,25502.32031,25502.32031,386510000,,,,,,,,
25/03/2019,25490.7207,25603.26953,25372.25977,25516.83008,25516.83008,303120000,,,,,,,,
26/03/2019,25649.56055,25796.28906,25544.7793,25657.73047,25657.73047,305110000,,,,,,,,
27/03/2019,25676.33984,25758.16992,25425.26953,25625.58984,25625.58984,270340000,,,,,,,,
28/03/2019,25693.32031,25743.41016,25576.68945,25717.46094,25717.46094,237170000,,,,,,,,
29/03/2019,25827.31055,25949.32031,25771.66992,25928.67969,25928.67969,300620000,,,,,,,,
01/04/2019,26075.09961,26280.90039,26071.68945,26258.41992,26258.41992,295570000,,,,,,,,
02/04/2019,26213.55078,26221.24023,26122.31055,26179.13086,26179.13086,250940000,,,,,,,,
03/04/2019,26238.0293,26282.16992,26138.4707,26218.13086,26218.13086,271980000,,,,,,,,
04/04/2019,26213.41992,26398.90039,26212.7793,26384.63086,26384.63086,233040000,,,,,,,,
05/04/2019,26427.56055,26487.57031,26370.82031,26424.99023,26424.99023,229550000,,,,,,,,
08/04/2019,26312.66992,26344.65039,26246.0293,26341.01953,26341.01953,229380000,,,,,,,,
09/04/2019,26243.53906,26246.33984,26103.14063,26150.58008,26150.58008,244410000,,,,,,,,
10/04/2019,26173.71094,26209.49023,26101.24023,26157.16016,26157.16016,203130000,,,,,,,,
11/04/2019,26188.21094,26229.88086,26062.58984,26143.05078,26143.05078,211680000,,,,,,,,
12/04/2019,26357.78906,26436.67969,26309.7207,26412.30078,26412.30078,369910000,,,,,,,,
15/04/2019,26407.75977,26424.84961,26316.41992,26384.76953,26384.76953,250620000,,,,,,,,
16/04/2019,26482.18945,26530.71094,26397.18945,26452.66016,26452.66016,302340000,,,,,,,,
17/04/2019,26468.5293,26501.01953,26391.85938,26449.53906,26449.53906,367780000,,,,,,,,
18/04/2019,26463.36914,26602.41992,26444.5293,26559.53906,26559.53906,332850000,,,,,,,,
22/04/2019,26510.76953,26553.05078,26458.60938,26511.05078,26511.05078,232570000,,,,,,,,
23/04/2019,26513.83008,26695.96094,26503.56055,26656.39063,26656.39063,311690000,,,,,,,,
24/04/2019,26652.56055,26680.58008,26582.85938,26597.05078,26597.05078,283370000,,,,,,,,
25/04/2019,26426.36914,26536.48047,26310.2793,26462.08008,26462.08008,296730000,,,,,,,,
26/04/2019,26454.61914,26543.56055,26392.55078,26543.33008,26543.33008,317290000,,,,,,,,
29/04/2019,26559.86914,26602.53906,26520.75,26554.39063,26554.39063,279450000,,,,,,,,
30/04/2019,26594.56055,26614.03906,26419.4707,26592.91016,26592.91016,340320000,,,,,,,,
01/05/2019,26639.06055,26689.39063,26426.38086,26430.14063,26430.14063,303850000,,,,,,,,
02/05/2019,26407.15039,26454.68945,26180.35938,26307.78906,26307.78906,287610000,,,,,,,,
03/05/2019,26379.14063,26534.96094,26370.08984,26504.94922,26504.94922,248900000,,,,,,,,
06/05/2019,26160.61914,26476.26953,26033.94922,26438.48047,26438.48047,283020000,,,,,,,,
07/05/2019,26276.90039,26276.90039,25789.71094,25965.08984,25965.08984,334960000,,,,,,,,
08/05/2019,25933.78906,26118.09961,25889.41016,25967.33008,25967.33008,276420000,,,,,,,,
09/05/2019,25878.84961,25884.89063,25517.39063,25828.35938,25828.35938,334760000,,,,,,,,
10/05/2019,25763.7207,26019.32031,25469.85938,25942.36914,25942.36914,294580000,,,,,,,,
13/05/2019,25568.06055,25568.06055,25222.50977,25324.99023,25324.99023,361240000,,,,,,,,
14/05/2019,25384.0293,25688.96094,25384.0293,25532.05078,25532.05078,291570000,,,,,,,,
15/05/2019,25400.13086,25724.89063,25341.93945,25648.01953,25648.01953,270720000,,,,,,,,
16/05/2019,25692.14063,25957.63086,25692.14063,25862.67969,25862.67969,320960000,,,,,,,,
17/05/2019,25719.94922,25948.74023,25657.7793,25764,25764,283760000,,,,,,,,
20/05/2019,25655.31055,25751.71094,25560.55078,25679.90039,25679.90039,279560000,,,,,,,,
21/05/2019,25782.33984,25898.26953,25779.60938,25877.33008,25877.33008,260870000,,,,,,,,
22/05/2019,25818.46094,25878.21094,25755.10938,25776.60938,25776.60938,241760000,,,,,,,,
23/05/2019,25657.99023,25657.99023,25328.08984,25490.4707,25490.4707,316940000,,,,,,,,
24/05/2019,25551.07031,25670.81055,25496.19922,25585.68945,25585.68945,201370000,,,,,,,,
28/05/2019,25616.55078,25717.63086,25342.2793,25347.76953,25347.76953,358980000,,,,,,,,
29/05/2019,25231.46094,25231.46094,24938.24023,25126.41016,25126.41016,298930000,,,,,,,,
30/05/2019,25139.93945,25218.53906,25066.75,25169.88086,25169.88086,215240000,,,,,,,,
31/05/2019,25046.31055,25046.31055,24809.50977,24815.03906,24815.03906,292230000,,,,,,,,
03/06/2019,24830.16016,24935.21094,24680.57031,24819.7793,24819.7793,328240000,,,,,,,,
04/06/2019,24962.82031,25343.76953,24962.82031,25332.17969,25332.17969,281690000,,,,,,,,
05/06/2019,25451,25544.66016,25373.58008,25539.57031,25539.57031,262660000,,,,,,,,
06/06/2019,25567.44922,25800.30078,25518.05078,25720.66016,25720.66016,248070000,,,,,,,,
